murder,rape,gangrape,robbery,theft,assualt murders,sexual harassement,totarea,totalcrime,long,lat,crime/area,area,crime_density,weighted_crime_score,area_encoded
0.2,0.13953488372093023,0.16666666666666666,0.272,0.325487012987013,0.26865671641791045,0.17500000000000002,0.025590606209587044,0.3282275711159737,77.2492,28.53632,192.5297308,CHITRANJAN PARK,0.23886118638004766,0.23786407766990295,0.00019252973084997552
0.8,0.6511627906976745,0.0,0.624,0.16152597402597402,0.373134328358209,0.4,0.03624835683733122,0.24434719183078044,77.086,28.61268,116.7299125,DABRI,0.1426233388102925,0.7475728155339807,0.00011672991254064523
0.30000000000000004,0.6511627906976745,0.16666666666666666,0.256,0.5300324675324676,0.9253731343283581,0.375,0.007204962494477248,0.5652808169219548,77.20418,28.52989,606.5861022,MALVIYA NAGAR,0.7645602559923238,0.7184466019417477,0.0006065861023114415
0.1,0.18604651162790697,0.16666666666666666,0.176,0.3961038961038961,0.26865671641791045,0.17500000000000002,0.06742597506682257,0.3836615609044493,77.23608,28.64361,105.5523378,CHANDNI MAHAL,0.12843193629167016,0.2621359223300971,0.0001055523378168709
0.0,0.09302325581395349,0.16666666666666666,0.352,0.2857142857142857,0.11940298507462686,0.35000000000000003,0.026019218145586435,0.2946754194018964,77.19369,28.70257,173.2885009,MODEL TOWN,0.21443191208510162,0.33495145631067963,0.00017328850092072624
1.0,0.32558139534883723,0.0,0.784,0.33766233766233766,0.34328358208955223,0.375,0.05288780289959752,0.4062727935813275,77.29373,28.65335,135.776292,ANANDVIHAR,0.16680522475029255,0.5339805825242718,0.0001357762919736471
0.0,0.20930232558139533,0.5,0.128,0.24269480519480519,0.23880597014925375,0.30000000000000004,0.010769450420144574,0.24507658643326038,77.22618,28.66645,244.4852641,KASHMERE GATE,0.3048255752837897,0.39805825242718446,0.00024448526414643125
0.1,0.09302325581395349,0.5,0.24,0.5284090909090909,0.059701492537313425,0.125,0.1165992048583168,0.4952589350838804,77.26532,28.53067,82.40005852,GOVIND PURI,0.09903706997754144,0.19417475728155337,8.240005852027692e-05
0.4,0.09302325581395349,0.16666666666666666,0.504,0.3051948051948052,0.1492537313432836,0.2,0.02427937355249482,0.3260393873085339,77.06618,28.6091,198.2025868,BINDAPUR,0.24606362377473917,0.23786407766990295,0.00019173515504031994
0.6000000000000001,0.16279069767441862,0.16666666666666666,0.368,0.461038961038961,0.19402985074626866,0.25,0.04550778640573892,0.4609773887673231,77.2676,28.56234,171.5534385,NEW FRIENDS COLONY,0.21222902188872866,0.3300970873786408,0.00017155343845978076
0.1,0.27906976744186046,0.0,0.088,0.137987012987013,0.1044776119402985,0.025,0.10151194479051828,0.13347921225382933,77.30617,28.52299,30.84564653,SARITA VIHAR,0.033581957368430046,0.18932038834951453,3.527340753851198e-05
0.8,0.3953488372093023,0.16666666666666666,0.472,0.4748376623376624,0.3283582089552239,0.125,0.07574671604517506,0.4945295404814004,77.2242,28.7072,120.3301905,TIMARPUR,0.14719436563989047,0.38834951456310673,0.00012033019051776295
0.1,0.11627906976744186,0.3333333333333333,0.11199999999999999,0.21590909090909094,0.2985074626865672,0.25,0.4973591555158509,0.21808898614150254,77.00361,28.72582,10.17182469,KANJHAWALA,0.007333819062634506,0.2912621359223301,1.0171824688607127e-05
0.5,0.46511627906976744,0.16666666666666666,0.608,0.2702922077922078,0.5074626865671641,0.225,0.015375220611292975,0.3347921225382932,77.17376,28.66004,267.394735,ANAND PARBAT,0.333912164322294,0.49514563106796117,0.0002673947350046477
0.2,0.16279069767441862,0.0,0.07999999999999999,0.11282467532467534,0.04477611940298507,0.1,0.005821129062866056,0.10649161196207149,77.08644,28.59139,162.0504149,SAGARPUR,0.20016368254101274,0.17961165048543692,0.00016205041492494543
0.7000000000000001,0.18604651162790697,0.0,0.32,0.33766233766233766,0.5671641791044776,0.35000000000000003,0.017218110892059615,0.3676148796498906,77.12757,28.71793,272.5505578,PRASHANT VIHAR,0.34045816011492375,0.41262135922330095,0.00017754186088979614
1.0,0.2558139534883721,0.16666666666666666,0.296,0.1680194805194805,0.1044776119402985,0.225,0.05231138390651659,0.19183078045222465,77.179,28.57051,71.92085629,SOUTH CAMPUS,0.0857323432671335,0.38834951456310673,7.192085628569621e-05
0.6000000000000001,0.32558139534883723,0.0,0.76,0.4212662337662338,0.34328358208955223,0.125,0.025449968236914235,0.46900072939460247,77.1159,28.70236,266.0836835,ROHINI SOUTH,0.332247611826952,0.32038834951456313,0.00026608368348074685
0.9,0.5581395348837209,0.0,0.504,0.9821428571428572,0.7910447761194029,0.47500000000000003,0.02441202196150523,0.9912472647702407,77.13276,28.67441,551.349914,PUNJABI BAGH,0.6944306438245713,0.7524271844660194,0.0005513499141104697
0.30000000000000004,0.046511627906976744,0.0,0.07200000000000001,0.05113636363636363,0.13432835820895522,0.325,0.4194519514694916,0.05835156819839533,77.01564,28.60369,4.722542641,DWARKA NORTH,0.0004152381646526848,0.28640776699029125,4.722542641382313e-06
0.30000000000000004,0.27906976744186046,0.0,0.44,0.4228896103896104,0.2985074626865672,0.42500000000000004,0.15024095567869727,0.4442013129102845,77.19735,28.73664,59.203046,BURARI,0.06958540895321588,0.5097087378640777,5.9203046004657734e-05
0.4,0.4418604651162791,0.0,0.096,0.22402597402597402,0.13432835820895522,0.025,0.042226667108780376,0.2202771699489424,77.23362,28.65284,95.36159563,JAMA MASJID,0.11549344759761669,0.30582524271844663,9.536159564035121e-05
0.30000000000000004,0.3488372093023256,0.0,0.32,0.25405844155844154,0.2537313432835821,0.07500000000000001,0.01103213588166724,0.2713347921225383,77.17532,28.70984,263.6389852,ADRASH NAGAR,0.32914374555369985,0.2815533980582524,0.0002636389852096385
0.1,0.16279069767441862,0.3333333333333333,0.312,0.4935064935064935,0.2835820895522388,0.1,0.14534917927769944,0.48212983223924144,77.19606,28.60337,65.76641857,CHANAKYAPURI,0.0779184744265615,0.2038834951456311,6.576641857366207e-05
0.5,0.37209302325581395,0.5,0.208,0.25162337662337664,0.3283582089552239,0.25,0.008509144947416876,0.2720641867250182,77.30265,28.62038,295.7950231,PANDAV NAGAR,0.36997006882384603,0.48543689320388345,0.00029579502323690227
0.1,0.27906976744186046,0.16666666666666666,0.36,0.2913961038961039,0.3880597014925373,0.2,0.012234263809091641,0.3158278628738147,77.08879,28.67965,286.1523337,MIANWALI NAGAR,0.3577274050408883,0.3398058252427184,0.00028615233365266373
0.7000000000000001,0.23255813953488372,0.0,0.472,0.5211038961038962,0.08955223880597014,0.225,0.5031846767666255,0.5207877461706784,77.15114,28.46549,21.61825152,FATEHPUR BERI,0.02186656472019705,0.3446601941747573,2.1618251517516635e-05
0.4,0.09302325581395349,0.0,0.224,0.463474025974026,0.07462686567164178,0.125,0.013240407683260692,0.4361779722830051,77.21754,28.64981,366.6938741,NABI KARIM,0.4599854930991175,0.1650485436893204,0.0003666938741298142
0.1,0.16279069767441862,0.0,0.288,0.42694805194805197,0.2835820895522388,0.1,0.012259787269322765,0.4186725018234865,77.11992,28.63969,367.2852645,RAJOURI GARDEN,0.4607363411783262,0.17475728155339806,0.0003604131111728918
0.1,0.5348837209302325,0.16666666666666666,0.128,0.3246753246753247,0.5223880597014925,0.15000000000000002,0.022779015714182033,0.33770970094821295,77.17487,28.73358,213.0968906,JAHANGIR PURI,0.2649739030890729,0.4611650485436893,0.00021309689057029722
0.4,0.2558139534883721,0.0,0.032,0.053571428571428575,0.08955223880597014,0.125,0.031863810646136866,0.05616338439095551,77.22621,28.64295,44.89826037,KAMLA MARKET,0.051423600518717694,0.2669902912621359,4.489826036919356e-05
0.9,0.32558139534883723,0.16666666666666666,0.992,0.6225649350649352,0.22388059701492538,0.9500000000000001,0.04124078975329907,0.6921954777534646,77.22498,28.63089,269.7120565,BARAKHAMBA ROAD,0.3368543089360062,0.9902912621359223,0.0002697120564409726
0.2,0.16279069767441862,0.0,0.0,0.03409090909090909,0.029850746268656712,0.25,0.021379236205480413,0.032093362509117436,77.20489,28.56934,44.79650663,SAFDARJUNG ENCLAVE,0.05129441075520898,0.2961165048543689,3.759838663300665e-05
0.1,0.18604651162790697,0.0,0.424,0.6071428571428572,0.19402985074626866,0.17500000000000002,0.07574671604517506,0.5915390226112327,77.20856,28.70024,141.9571031,MUKHERJI NAGAR,0.1746525781601691,0.24757281553398058,0.00014195710313784737
0.6000000000000001,0.06976744186046512,0.16666666666666666,0.152,0.2702922077922078,0.19402985074626866,0.225,0.012118011635733778,0.26622902990517866,77.29224,28.66879,248.0023694,FARASH BAZAR,0.30929100335901827,0.2524271844660194,0.0002480023693739809
0.2,0.20930232558139533,0.0,0.128,0.08116883116883117,0.1044776119402985,0.05,0.025590606209587044,0.08533916849015319,77.25743,28.53321,67.31019886,KALKAJI,0.0798785067364873,0.16990291262135923,6.625581226051053e-05
0.2,0.20930232558139533,0.0,0.128,0.08116883116883117,0.1044776119402985,0.05,0.02682652988410572,0.08533916849015319,77.25644,28.54728,65.20142565,KALKAJI,0.07720114153431294,0.16990291262135923,6.625581226051053e-05
0.1,0.27906976744186046,0.3333333333333333,0.28,0.3449675324675325,0.07462686567164178,0.325,0.04635823296793353,0.34573304157549234,77.18053,28.64784,130.5861462,PARSHAD NAGAR,0.16021565153047443,0.45145631067961156,0.00013058614625227483
0.0,0.11627906976744186,0.0,0.128,0.1030844155844156,0.17910447761194032,0.125,0.01779694555551175,0.10649161196207149,77.24047,28.58744,98.25407096,LODHI COLONY,0.11916582580325702,0.16019417475728157,9.825407097910933e-05
0.0,0.3023255813953488,0.0,0.128,0.1387987012987013,0.44776119402985076,0.125,0.005416552909829715,0.1575492341356674,77.14501,28.63077,221.4440175,INDERPURI,0.27557167953003964,0.27669902912621364,0.00022144401749586484
0.6000000000000001,0.627906976744186,0.5,0.056,0.10795454545454546,0.17910447761194032,0.325,0.012035794809299871,0.13274981765134938,77.27462,28.52678,142.1881435,OKHLA,0.1749459142880551,0.7087378640776698,0.0001421881434796547
0.0,0.046511627906976744,0.0,0.032,0.026785714285714288,0.08955223880597014,0.05,0.03407640442688203,0.02042304886943836,77.14219,28.72516,27.69345792,SAMAYPURBADLI,0.029579838989914533,0.058252427184466014,2.7693457925170755e-05
0.2,0.2558139534883721,0.16666666666666666,0.272,0.5503246753246754,0.1044776119402985,0.125,0.9999999999999999,0.524434719183078,76.91555,28.59572,11.08281089,JAFFARPUR KALAN,0.008490435960033064,0.27184466019417475,1.1082810884685192e-05
0.30000000000000004,0.4883720930232558,0.3333333333333333,0.128,0.174512987012987,0.40298507462686567,0.42500000000000004,0.024073532611703467,0.20568927789934358,77.12084,28.62657,134.7036128,MAYA PURI,0.16544331737221393,0.6699029126213593,0.00013470361283109177
1.0,0.32558139534883723,0.16666666666666666,0.664,0.362012987012987,0.3582089552238806,0.30000000000000004,0.0347521081490303,0.4164843180160467,77.06081,28.70965,191.9992467,AMAN VIHAR,0.23818766700298316,0.49029126213592233,0.0001919992467660261
0.0,0.06976744186046512,0.0,0.064,0.15503246753246752,0.07462686567164178,0.125,0.025449968236914235,0.14077315827862874,77.10186,28.71003,96.24303447,VIJAY VIHAR,0.11661255019896263,0.13106796116504854,9.62430344504829e-05
0.30000000000000004,0.32558139534883723,0.16666666666666666,0.696,0.3595779220779221,0.23880597014925375,1.0,0.009016734959315565,0.42669584245076586,77.24093,28.55914,429.6329345,AMAR COLONY,0.5398949153546447,1.0,0.0004296329343969527
0.6000000000000001,0.3488372093023256,0.16666666666666666,0.40800000000000003,0.22646103896103897,0.31343283582089554,0.45,0.7280682425260285,0.2713347921225383,77.13913,28.79903,8.419749759,ALIPUR,0.005109329296920846,0.6019417475728155,8.419749758316902e-06
0.0,0.3488372093023256,0.3333333333333333,0.288,0.6420454545454546,0.40298507462686567,0.1,0.022779015714182033,0.62436177972283,77.16418,28.72579,372.6151344,MAHENDRA PARK,0.4675033124421521,0.31553398058252424,0.00037261513436863397
0.0,0.023255813953488372,0.0,0.0,0.01948051948051948,0.0,0.07500000000000001,0.1900664205860442,0.006564551422319473,77.15236,28.53492,5.033543391,VASANT KUNJ SOUTH,0.0008100945566464849,0.06310679611650487,5.033543391370136e-06
0.2,0.3023255813953488,0.16666666666666666,0.216,0.24107142857142855,0.3283582089552239,0.30000000000000004,0.05201919040539525,0.2589350838803793,77.16574,28.74286,92.69711149,BHALSWA DAIRY,0.11211053421567166,0.4368932038834951,9.269711148798304e-05
0.6000000000000001,0.46511627906976744,0.5,0.736,0.2775974025974026,0.17910447761194032,0.2,0.5668757542968984,0.3384390955506929,77.04254,28.79654,13.04307194,BAWANA,0.010979245422069205,0.5097087378640777,1.3043071944058357e-05
0.0,0.09302325581395349,0.0,0.576,0.30194805194805197,0.059701492537313425,0.1,0.4973591555158509,0.3187454412837345,77.05179,28.72449,14.06022305,BEGUM PUR,0.012270652642954415,0.1262135922330097,1.406022304602481e-05
0.2,0.2558139534883721,0.0,0.216,0.3116883116883117,0.2537313432835821,0.30000000000000004,0.20202086122169988,0.31655725747629465,77.13777,28.63356,33.20547998,NARAINA,0.03657807659189903,0.3932038834951457,3.3205479984178845e-05
0.30000000000000004,0.46511627906976744,0.3333333333333333,0.272,0.4748376623376624,0.26865671641791045,0.325,0.10728783240633179,0.47848285922684175,77.21428,28.49893,86.04239018,NEB SARAI,0.1036614894950644,0.5776699029126214,8.604239018153201e-05
0.1,0.4883720930232558,0.16666666666666666,0.24,0.351461038961039,0.4626865671641791,0.275,0.030677080262499615,0.3712618526622903,77.18285,28.63505,189.4930876,RAJINDER NAGAR,0.23500576807358609,0.529126213592233,0.00018949308763198966
0.8,0.20930232558139533,0.0,0.352,0.23863636363636365,0.17910447761194032,0.5750000000000001,0.005793257484068911,0.27060539752005836,77.15712,28.71681,337.855879,SHALIMAR BAGH,0.4233718619326865,0.6067961165048544,0.00033785587889048065
0.1,1.0,0.0,0.16,0.23944805194805197,0.6865671641791045,0.25,0.0068168537787940565,0.28884026258205686,77.15977,28.68423,338.5458842,KESHAV PURAM,0.42424791444047943,0.8155339805825242,0.0003385458841492954
0.2,0.5813953488372093,0.16666666666666666,0.44,0.3693181818181818,0.3880597014925373,0.25,0.0301227180474552,0.4048140043763676,77.11933,28.69784,207.4142083,RANI BAGH,0.2577589898232697,0.5728155339805825,0.0002074142082527291
0.6000000000000001,0.46511627906976744,0.3333333333333333,0.272,0.19724025974025977,0.13432835820895522,0.25,0.012514127848423954,0.22246535375638224,77.20846,28.66539,209.7953409,BARA HINDU RAO,0.2607821511991588,0.5339805825242718,0.00020979534092349135
0.1,0.2558139534883721,0.0,0.432,0.6160714285714286,0.5223880597014925,0.15000000000000002,0.06306041076044441,0.6177972283005105,77.21432,28.63,172.5875527,CONNAUGHT PLACE,0.213541966064753,0.27184466019417475,0.0001725875527142668
0.1,0.18604651162790697,0.16666666666666666,0.11199999999999999,0.14042207792207795,0.19402985074626866,0.1,0.13561878102398298,0.14223194748358864,77.24417,28.59238,24.91202265,H. N. DIN,0.02604844077344964,0.20388349514563103,2.4912022658843624e-05
0.4,0.11627906976744186,0.0,0.144,0.11282467532467534,0.1044776119402985,0.15000000000000002,0.06742597506682257,0.11670313639679067,77.24062,28.6419,39.85139285,DARYA GANJ,0.045015937836609024,0.19902912621359226,3.985139284922676e-05
0.8,0.3488372093023256,0.16666666666666666,0.064,0.060876623376623376,0.3880597014925373,0.25,0.030201297623745717,0.09044493070751278,77.09163,28.69664,62.41207947,MANGOLPURI,0.07365969935643728,0.45631067961165056,6.241207945773641e-05
0.0,0.023255813953488372,0.0,0.04,0.06412337662337662,0.0,0.07500000000000001,0.055372308359080774,0.05032822757111597,77.30662,28.66676,27.68462104,VIVEKVIHAR,0.029568619402823033,0.06310679611650487,2.7684621041506823e-05
0.9,0.27906976744186046,0.3333333333333333,0.07200000000000001,0.1647727272727273,0.2835820895522388,0.125,0.030129684907538458,0.17505470459518602,77.21885,28.65557,101.5054836,LAHORI GATE,0.12329392221002636,0.3349514563106796,0.00010150548365611993
0.0,0.20930232558139533,0.0,0.52,0.4788961038961039,0.22388059701492538,0.17500000000000002,0.01575802979373942,0.486506199854121,77.07856,28.70265,369.1007723,SULTAN PURI,0.4630413671546789,0.25728155339805825,0.000369100772289292
0.30000000000000004,0.13953488372093023,0.0,0.064,0.17288961038961043,0.11940298507462686,0.275,0.002062168514271212,0.16776075857038658,77.27642,28.6554,285.7251279,GEETA COLONY,0.3571850110914056,0.3058252427184466,0.00028572512789254873
0.30000000000000004,0.20930232558139533,0.0,0.496,0.6087662337662338,0.34328358208955223,0.42500000000000004,0.04795287392838547,0.6163384390955506,77.2215,28.68851,215.1561556,CIVIL LINES,0.26758841117612153,0.46601941747572817,0.00021515615564086018
0.5,0.23255813953488372,0.3333333333333333,0.40800000000000003,0.32792207792207795,0.31343283582089554,0.17500000000000002,0.03819220796824799,0.3508388037928519,77.17432,28.69245,153.5508403,ASHOK VIHAR,0.18937235370226474,0.32524271844660196,0.00015355084031943022
0.7000000000000001,0.6744186046511628,0.5,0.344,0.3449675324675325,0.3880597014925373,0.2,0.010687506990997441,0.3807439824945295,77.10143,28.63896,360.003279,TILAK NAGAR,0.45149090201093117,0.6456310679611651,0.00036000327913671777
0.4,0.20930232558139533,0.5,0.16799999999999998,0.12256493506493506,0.26865671641791045,0.1,0.006442652400568528,0.13931436907366887,77.08293,28.58809,190.6838324,PALAM VILLAGE,0.23651757543296226,0.2621359223300971,0.0001906838325005962
0.2,0.5581395348837209,0.0,0.344,0.6274350649350651,0.5970149253731343,0.6000000000000001,0.03262133378720496,0.6469730123997083,77.14659,28.66013,301.4033063,MOTI NAGAR,0.37709052242934626,0.8155339805825242,0.00030140330628984283
0.5,0.3953488372093023,0.0,0.07999999999999999,0.34740259740259744,0.2985074626865672,0.125,0.02166527214617113,0.3398978847556528,77.09946,28.60935,221.2758879,HARI NAGAR,0.27535821690836865,0.3592233009708738,0.0002212758879257727
0.7000000000000001,0.37209302325581395,0.0,0.144,0.19642857142857145,0.417910447761194,0.35000000000000003,0.012210331027902572,0.22319474835886213,77.20931,28.64583,212.9404925,PAHARGANJ,0.26477533523370017,0.529126213592233,0.00021294049256536036
0.4,0.06976744186046512,0.0,0.096,0.27435064935064934,0.029850746268656712,0.1,0.030129684907538458,0.2509117432530999,77.21115,28.65399,136.4610144,SADAR BAZAR,0.16767457007236675,0.13106796116504854,0.00013646101445160492
0.1,0.11627906976744186,0.0,0.192,0.24837662337662336,0.07462686567164178,0.0,0.014554890054943542,0.2348650619985412,77.19913,28.57449,203.0303727,SAROJINI NAGAR,0.25219313358214235,0.0679611650485437,0.00020303037276111019
0.2,0.09302325581395349,0.0,0.424,0.6931818181818182,0.11940298507462686,0.225,0.10896726002137777,0.6644784828592268,76.98269,28.60975,114.9901119,NAJAFGARH,0.1404144328498323,0.23300970873786409,0.00011499011188327997
0.1,0.27906976744186046,0.5,0.144,0.08279220779220779,0.22388059701492538,0.05,0.2963330000296807,0.09773887673231219,77.0872,28.52958,9.116036206,KAPASHERA,0.005993356600633287,0.2524271844660194,9.116036205842868e-06
0.5,0.18604651162790697,0.0,0.256,0.1655844155844156,0.11940298507462686,0.07500000000000001,0.0,0.17578409919766594,77.31708,28.61363,344.9246303,KALYANPURI,0.43234657237448326,0.18932038834951453,0.0003449246303021741
0.4,0.2558139534883721,0.16666666666666666,0.464,0.22483766233766234,0.13432835820895522,0.2,0.017797363238626157,0.25455871626549964,77.30357,28.49385,194.1435995,BADAR PUR,0.2409102051515738,0.33980582524271846,0.0001941435995566869
1.0,0.3488372093023256,0.16666666666666666,0.424,0.44561688311688313,0.059701492537313425,0.65,9.512315994674239e-05,0.46608315098468267,77.14412,28.68901,792.0255138,SUBHASH PLACE,1.0000000000000002,0.7766990291262136,0.0007920255138240664
